03:19:21,clicks,98.0,before
03:19:21,conversion_rate,0.024,before
03:19:21,latency,221.0,before
03:19:21,error_rate,0.019,before
03:19:22,clicks,80.0,before
03:19:22,conversion_rate,0.048,before
03:19:22,latency,275.0,before
03:19:22,error_rate,0.017,before
03:19:22,clicks,87.0,before
03:19:22,conversion_rate,0.046,before
03:19:22,latency,232.0,before
03:19:22,error_rate,0.023,before
03:19:22,clicks,117.0,before
03:19:22,conversion_rate,0.036,before
03:19:23,latency,266.0,before
03:19:23,error_rate,0.02,before
03:19:23,clicks,88.0,before
03:19:23,conversion_rate,0.023,before
03:19:23,latency,260.0,before
03:19:23,error_rate,0.023,before
03:19:23,clicks,91.0,before
03:19:23,conversion_rate,0.039,before
03:19:23,latency,267.0,before
03:19:23,error_rate,0.012,before
03:19:23,clicks,95.0,before
03:19:23,conversion_rate,0.036,before
03:19:24,latency,269.0,before
03:19:24,error_rate,0.018,before
03:19:24,clicks,95.0,before
03:19:24,conversion_rate,0.04,before
03:19:24,latency,229.0,before
03:19:24,error_rate,0.014,before
03:19:24,clicks,109.0,before
03:19:24,conversion_rate,0.034,before
03:19:24,latency,275.0,before
03:19:24,error_rate,0.016,before
03:19:24,clicks,116.0,before
03:19:24,conversion_rate,0.025,before
03:19:24,latency,212.0,before
03:19:24,error_rate,0.01,before
03:19:24,clicks,117.0,before
03:19:24,conversion_rate,0.03,before
03:19:24,latency,256.0,before
03:19:25,error_rate,0.015,before
03:19:25,clicks,97.0,before
03:19:25,conversion_rate,0.037,before
03:19:25,latency,232.0,before
03:19:25,error_rate,0.014,before
03:19:25,clicks,87.0,before
03:19:25,conversion_rate,0.04,before
03:19:25,latency,265.0,before
03:19:25,error_rate,0.018,before
03:19:25,clicks,116.0,before
03:19:25,conversion_rate,0.049,before
03:19:25,latency,257.0,before
03:19:25,error_rate,0.014,before
03:19:25,clicks,108.0,before
03:19:25,conversion_rate,0.032,before
03:19:25,latency,223.0,before
03:19:25,error_rate,0.016,before
03:19:25,clicks,115.0,before
03:19:25,conversion_rate,0.047,before
03:19:26,latency,261.0,before
03:19:26,error_rate,0.029,before
03:19:26,clicks,115.0,before
03:19:26,conversion_rate,0.028,before
03:19:26,latency,253.0,before
03:19:26,error_rate,0.025,before
03:19:26,clicks,90.0,before
03:19:26,conversion_rate,0.024,before
03:19:26,latency,231.0,before
03:19:26,error_rate,0.022,before
03:19:26,clicks,116.0,before
03:19:26,conversion_rate,0.037,before
03:19:26,latency,275.0,before
03:19:26,error_rate,0.021,before
03:19:26,clicks,89.0,before
03:19:26,conversion_rate,0.043,before
03:19:26,latency,268.0,before
03:19:26,error_rate,0.029,before
03:19:26,clicks,117.0,before
03:19:26,conversion_rate,0.023,before
03:19:26,latency,221.0,before
03:19:27,error_rate,0.022,before
03:19:27,clicks,92.0,before
03:19:27,conversion_rate,0.048,before
03:19:27,latency,291.0,before
03:19:27,error_rate,0.019,before
03:19:27,clicks,86.0,before
03:19:27,conversion_rate,0.043,before
03:19:27,latency,252.0,before
03:19:27,error_rate,0.021,before
03:19:27,clicks,98.0,before
03:19:27,conversion_rate,0.023,before
03:19:27,latency,293.0,before
03:19:27,error_rate,0.021,before
03:19:28,clicks,102.0,before
03:19:28,conversion_rate,0.034,before
03:19:28,latency,247.0,before
03:19:28,error_rate,0.029,before
03:19:28,clicks,104.0,before
03:19:28,conversion_rate,0.027,before
03:19:28,latency,208.0,before
03:19:28,error_rate,0.025,before
03:19:28,clicks,114.0,before
03:19:28,conversion_rate,0.048,before
03:19:28,latency,222.0,before
03:19:28,error_rate,0.021,before
03:19:28,clicks,92.0,before
03:19:28,conversion_rate,0.032,before
03:19:28,latency,242.0,before
03:19:28,error_rate,0.013,before
03:19:28,clicks,100.0,before
03:19:28,conversion_rate,0.021,before
03:19:28,latency,262.0,before
03:19:28,error_rate,0.011,before
03:19:28,clicks,84.0,before
03:19:29,conversion_rate,0.038,before
03:19:29,latency,284.0,before
03:19:29,error_rate,0.026,before
03:19:29,clicks,116.4,after
03:19:29,conversion_rate,0.028,after
03:19:29,latency,168.0,after
03:19:29,error_rate,0.012,after
03:19:29,clicks,99.6,after
03:19:29,conversion_rate,0.058,after
03:19:29,latency,178.0,after
03:19:30,error_rate,0.015,after
03:19:30,clicks,118.8,after
03:19:30,conversion_rate,0.04,after
03:19:30,latency,173.0,after
03:19:30,error_rate,0.017,after
03:19:30,clicks,144.0,after
03:19:30,conversion_rate,0.058,after
03:19:30,latency,171.0,after
03:19:30,error_rate,0.009,after
03:19:30,clicks,135.6,after
03:19:30,conversion_rate,0.046,after
03:19:30,latency,148.0,after
03:19:30,error_rate,0.011,after
03:19:31,clicks,142.8,after
03:19:31,conversion_rate,0.034,after
03:19:31,latency,123.0,after
03:19:31,error_rate,0.015,after
03:19:31,clicks,128.4,after
